run_id,hidden_layers,nodes,dropout,lr,val_accuracy,fit_time_sec
2,2,64,0.2,0.001,0.874666690826416,7.559162378311157
3,2,64,0.2,0.001,0.8768333196640015,8.22204852104187
4,2,64,0.2,0.001,0.8763333559036255,8.273129224777222
5,2,64,0.2,0.001,0.8743333220481873,7.768490791320801
1,2,64,0.2,0.0005,0.8646666407585144,7.843712329864502
2,2,64,0.2,0.0005,0.8708333373069763,8.059036254882812
3,2,64,0.2,0.0005,0.8661666512489319,7.820500612258911
4,2,64,0.2,0.0005,0.8661666512489319,7.81928825378418
5,2,64,0.2,0.0005,0.8650000095367432,7.738150358200073
1,2,64,0.4,1.0,0.109333336353302,8.035825729370117
2,2,64,0.4,1.0,0.10916666686534882,7.776554346084595
3,2,64,0.4,1.0,0.10916666686534882,7.779878377914429
4,2,64,0.4,1.0,0.10916666686534882,7.696200609207153
5,2,64,0.4,1.0,0.10916666686534882,7.922724008560181
1,2,64,0.4,0.1,0.4555000066757202,7.318169593811035
2,2,64,0.4,0.1,0.3310000002384186,8.2520911693573
3,2,64,0.4,0.1,0.528333306312561,8.106752634048462
4,2,64,0.4,0.1,0.10233332961797714,8.10692048072815
5,2,64,0.4,0.1,0.3023333251476288,8.323152303695679
1,2,64,0.4,0.01,0.8565000295639038,8.27811336517334
2,2,64,0.4,0.01,0.8516666889190674,7.541551113128662
3,2,64,0.4,0.01,0.8498333096504211,8.108183860778809
4,2,64,0.4,0.01,0.8483333587646484,7.956369876861572
5,2,64,0.4,0.01,0.8364999890327454,7.821300268173218
1,2,64,0.4,0.001,0.8654999732971191,8.083003759384155
2,2,64,0.4,0.001,0.8654999732971191,7.800761699676514
3,2,64,0.4,0.001,0.8615000247955322,8.004859447479248
4,2,64,0.4,0.001,0.8603333234786987,8.085361003875732
5,2,64,0.4,0.001,0.862666666507721,7.960619211196899
1,2,64,0.4,0.0005,0.8531666398048401,8.188447952270508
2,2,64,0.4,0.0005,0.8550000190734863,8.199410200119019
3,2,64,0.4,0.0005,0.8538333177566528,7.938671827316284
4,2,64,0.4,0.0005,0.8533333539962769,7.736083745956421
5,2,64,0.4,0.0005,0.8551666736602783,7.8395161628723145
1,2,64,0.5,1.0,0.10916666686534882,8.127576351165771
2,2,64,0.5,1.0,0.10916666686534882,7.614943742752075
3,2,64,0.5,1.0,0.10316666960716248,7.890158414840698
4,2,64,0.5,1.0,0.10916666686534882,8.182964086532593
5,2,64,0.5,1.0,0.10316666960716248,7.910848379135132
1,2,64,0.5,0.1,0.4819999933242798,7.338914632797241
2,2,64,0.5,0.1,0.4518333375453949,7.930924892425537
3,2,64,0.5,0.1,0.16733333468437195,7.815969705581665
4,2,64,0.5,0.1,0.42366665601730347,7.852534770965576
5,2,64,0.5,0.1,0.10316666960716248,7.656525373458862
1,2,64,0.5,0.01,0.7873333096504211,7.831573247909546
2,2,64,0.5,0.01,0.7868333458900452,9.572968482971191
3,2,64,0.5,0.01,0.7443333268165588,8.233689785003662
4,2,64,0.5,0.01,0.7854999899864197,8.098915576934814
5,2,64,0.5,0.01,0.8003333210945129,7.971843719482422
1,2,64,0.5,0.001,0.8565000295639038,7.57599663734436
2,2,64,0.5,0.001,0.8571666479110718,7.730926275253296
3,2,64,0.5,0.001,0.8531666398048401,7.6364195346832275
4,2,64,0.5,0.001,0.859000027179718,8.130375623703003
5,2,64,0.5,0.001,0.8575000166893005,8.406772375106812
1,2,64,0.5,0.0005,0.846833348274231,8.048939943313599
2,2,64,0.5,0.0005,0.8486666679382324,7.705946683883667
3,2,64,0.5,0.0005,0.847000002861023,7.498499155044556
4,2,64,0.5,0.0005,0.8463333249092102,7.876036882400513
5,2,64,0.5,0.0005,0.8461666703224182,9.269548654556274
1,2,128,0.0,1.0,0.10916666686534882,5.7550928592681885
2,2,128,0.0,1.0,0.10916666686534882,5.6839447021484375
3,2,128,0.0,1.0,0.10916666686534882,5.804996490478516
4,2,128,0.0,1.0,0.10916666686534882,5.794763088226318
5,2,128,0.0,1.0,0.10916666686534882,5.799513339996338
1,2,128,0.0,0.1,0.518666684627533,5.76030158996582
2,2,128,0.0,0.1,0.7475000023841858,5.823549509048462
3,2,128,0.0,0.1,0.10916666686534882,5.783312559127808
4,2,128,0.0,0.1,0.5706666707992554,5.880448341369629
5,2,128,0.0,0.1,0.6271666884422302,5.66109037399292
1,2,128,0.0,0.01,0.8878333568572998,5.682885408401489
2,2,128,0.0,0.01,0.8866666555404663,5.653068542480469
3,2,128,0.0,0.01,0.8836666941642761,5.683659076690674
4,2,128,0.0,0.01,0.8816666603088379,5.823681831359863
5,2,128,0.0,0.01,0.8840000033378601,5.796338081359863
1,2,128,0.0,0.001,0.8855000138282776,5.811376094818115
2,2,128,0.0,0.001,0.8824999928474426,5.7963948249816895
3,2,128,0.0,0.001,0.8855000138282776,5.6838555335998535
4,2,128,0.0,0.001,0.8851666450500488,5.783330917358398
5,2,128,0.0,0.001,0.8853333592414856,5.841050148010254
1,2,128,0.0,0.0005,0.8771666884422302,5.7965452671051025
2,2,128,0.0,0.0005,0.8788333535194397,5.719434022903442
3,2,128,0.0,0.0005,0.8786666393280029,5.846067190170288
4,2,128,0.0,0.0005,0.8769999742507935,5.639021158218384
5,2,128,0.0,0.0005,0.8809999823570251,5.845317125320435
1,2,128,0.2,1.0,0.109333336353302,6.407013416290283
2,2,128,0.2,1.0,0.109333336353302,6.195480823516846
3,2,128,0.2,1.0,0.10899999737739563,6.394137144088745
4,2,128,0.2,1.0,0.10916666686534882,6.409142732620239
5,2,128,0.2,1.0,0.10916666686534882,6.26085901260376
1,2,128,0.2,0.1,0.29866665601730347,6.451008558273315
2,2,128,0.2,0.1,0.10916666686534882,6.343292951583862
3,2,128,0.2,0.1,0.4465000033378601,6.454235792160034
4,2,128,0.2,0.1,0.7766666412353516,6.268171787261963
5,2,128,0.2,0.1,0.10916666686534882,6.466076850891113
1,2,128,0.2,0.01,0.8786666393280029,6.535487174987793
2,2,128,0.2,0.01,0.8809999823570251,6.655328273773193
3,2,128,0.2,0.01,0.8755000233650208,6.323983907699585
4,2,128,0.2,0.01,0.8821666836738586,6.446399688720703
5,2,128,0.2,0.01,0.8790000081062317,6.622172594070435
1,2,128,0.2,0.001,0.8871666789054871,6.574777841567993
2,2,128,0.2,0.001,0.8828333616256714,6.291369676589966
3,2,128,0.2,0.001,0.887499988079071,6.601807355880737
4,2,128,0.2,0.001,0.8853333592414856,6.790203094482422
5,2,128,0.2,0.001,0.8891666531562805,6.73877477645874
1,2,128,0.2,0.0005,0.8778333067893982,6.541437149047852
2,2,128,0.2,0.0005,0.8808333277702332,6.626043796539307
3,2,128,0.2,0.0005,0.8778333067893982,6.381175756454468
4,2,128,0.2,0.0005,0.8798333406448364,6.473514080047607
5,2,128,0.2,0.0005,0.8815000057220459,6.413825035095215
1,2,128,0.4,1.0,0.10916666686534882,6.410508394241333
2,2,128,0.4,1.0,0.10899999737739563,6.548140048980713
3,2,128,0.4,1.0,0.10916666686534882,6.469100475311279
4,2,128,0.4,1.0,0.10916666686534882,6.395150661468506
5,2,128,0.4,1.0,0.10233332961797714,6.297248840332031
1,2,128,0.4,0.1,0.5929999947547913,6.526508331298828
2,2,128,0.4,0.1,0.4595000147819519,6.261495590209961
3,2,128,0.4,0.1,0.6434999704360962,6.452686071395874
4,2,128,0.4,0.1,0.4871666729450226,6.468124151229858
5,2,128,0.4,0.1,0.29883334040641785,6.351572751998901
1,2,128,0.4,0.01,0.8661666512489319,6.631814002990723
2,2,128,0.4,0.01,0.8691666722297668,6.480758190155029
3,2,128,0.4,0.01,0.8638333082199097,6.588784694671631
4,2,128,0.4,0.01,0.8634999990463257,6.252575397491455
5,2,128,0.4,0.01,0.8618333339691162,6.368354558944702
1,2,128,0.4,0.001,0.8744999766349792,6.569173812866211
2,2,128,0.4,0.001,0.878333330154419,6.503223419189453
3,2,128,0.4,0.001,0.8801666498184204,6.406809568405151
4,2,128,0.4,0.001,0.8768333196640015,6.283637046813965
5,2,128,0.4,0.001,0.874666690826416,6.579369306564331
1,2,128,0.4,0.0005,0.871666669845581,6.614516258239746
2,2,128,0.4,0.0005,0.8690000176429749,6.525830984115601
3,2,128,0.4,0.0005,0.8700000047683716,7.025928974151611
4,2,128,0.4,0.0005,0.8703333139419556,6.935555458068848
5,2,128,0.4,0.0005,0.8706666827201843,6.395208358764648
1,2,128,0.5,1.0,0.10316666960716248,6.416771650314331
2,2,128,0.5,1.0,0.10316666960716248,6.355133771896362
3,2,128,0.5,1.0,0.10916666686534882,6.276423215866089
4,2,128,0.5,1.0,0.10916666686534882,6.623556613922119
5,2,128,0.5,1.0,0.10316666960716248,6.230449438095093
1,2,128,0.5,0.1,0.1498333364725113,6.357297658920288
2,2,128,0.5,0.1,0.4494999945163727,6.203205347061157
3,2,128,0.5,0.1,0.34599998593330383,6.405299186706543
4,2,128,0.5,0.1,0.47450000047683716,6.500645399093628
5,2,128,0.5,0.1,0.2878333330154419,6.503357648849487
1,2,128,0.5,0.01,0.8431666493415833,6.449341297149658
2,2,128,0.5,0.01,0.8500000238418579,6.591080665588379
3,2,128,0.5,0.01,0.8461666703224182,6.4017884731292725
4,2,128,0.5,0.01,0.8556666374206543,6.816066741943359
5,2,128,0.5,0.01,0.8544999957084656,6.291045427322388
1,2,128,0.5,0.001,0.874833345413208,6.608936309814453
2,2,128,0.5,0.001,0.8701666593551636,7.362506151199341
3,2,128,0.5,0.001,0.871666669845581,6.656873464584351
4,2,128,0.5,0.001,0.8721666932106018,6.538067817687988
5,2,128,0.5,0.001,0.8755000233650208,6.5414719581604
1,2,128,0.5,0.0005,0.8641666769981384,6.4933812618255615
2,2,128,0.5,0.0005,0.8643333315849304,6.315768480300903
3,2,128,0.5,0.0005,0.8688333630561829,6.32286810874939
4,2,128,0.5,0.0005,0.8654999732971191,6.354420900344849
5,2,128,0.5,0.0005,0.8675000071525574,6.494906187057495
1,2,256,0.0,1.0,0.10916666686534882,7.133487224578857
2,2,256,0.0,1.0,0.11366666853427887,6.497722625732422
3,2,256,0.0,1.0,0.10916666686534882,6.717205286026001
4,2,256,0.0,1.0,0.10916666686534882,6.799923896789551
5,2,256,0.0,1.0,0.10916666686534882,6.669727563858032
1,2,256,0.0,0.1,0.41466665267944336,6.775952339172363
2,2,256,0.0,0.1,0.10700000077486038,6.608473539352417
3,2,256,0.0,0.1,0.4300000071525574,6.24173378944397
4,2,256,0.0,0.1,0.13783332705497742,6.577494382858276
5,2,256,0.0,0.1,0.24116666615009308,6.715585947036743
1,2,256,0.0,0.01,0.8849999904632568,6.783757209777832
2,2,256,0.0,0.01,0.8859999775886536,6.952125310897827
3,2,256,0.0,0.01,0.8846666812896729,6.614279508590698
4,2,256,0.0,0.01,0.8840000033378601,6.729134559631348
5,2,256,0.0,0.01,0.8840000033378601,6.664923667907715
1,2,256,0.0,0.001,0.89083331823349,6.629485130310059
2,2,256,0.0,0.001,0.890333354473114,7.3718109130859375
3,2,256,0.0,0.001,0.8918333053588867,6.942655086517334
4,2,256,0.0,0.001,0.887499988079071,6.5451133251190186
5,2,256,0.0,0.001,0.887666642665863,6.703701019287109
1,2,256,0.0,0.0005,0.8881666660308838,6.688498020172119
2,2,256,0.0,0.0005,0.8865000009536743,7.951099395751953
3,2,256,0.0,0.0005,0.8889999985694885,6.676841735839844
4,2,256,0.0,0.0005,0.8845000267028809,6.861623764038086
5,2,256,0.0,0.0005,0.8856666684150696,6.995062828063965
1,2,256,0.2,1.0,0.10916666686534882,7.872192144393921
2,2,256,0.2,1.0,0.11216666549444199,7.9157984256744385
3,2,256,0.2,1.0,0.10916666686534882,8.136523723602295
4,2,256,0.2,1.0,0.10916666686534882,8.221821784973145
5,2,256,0.2,1.0,0.10916666686534882,8.25467038154602
1,2,256,0.2,0.1,0.3766666650772095,8.17882752418518
2,2,256,0.2,0.1,0.2906666696071625,8.73673963546753
3,2,256,0.2,0.1,0.32866665720939636,8.055694103240967
4,2,256,0.2,0.1,0.31816667318344116,8.146345376968384
5,2,256,0.2,0.1,0.28716665506362915,8.178335428237915
1,2,256,0.2,0.01,0.8776666522026062,8.553900003433228
2,2,256,0.2,0.01,0.8788333535194397,8.511929273605347
3,2,256,0.2,0.01,0.8769999742507935,8.556918621063232
4,2,256,0.2,0.01,0.8799999952316284,8.494872093200684
5,2,256,0.2,0.01,0.8834999799728394,8.192137002944946
1,2,256,0.2,0.001,0.8941666483879089,8.31363844871521
2,2,256,0.2,0.001,0.8911666870117188,8.285832643508911
3,2,256,0.2,0.001,0.893666684627533,7.820447683334351
4,2,256,0.2,0.001,0.8896666765213013,8.612447261810303
5,2,256,0.2,0.001,0.8923333287239075,8.604401350021362
1,2,256,0.2,0.0005,0.887499988079071,7.87916898727417
2,2,256,0.2,0.0005,0.8856666684150696,8.108676671981812
3,2,256,0.2,0.0005,0.8886666893959045,8.093569278717041
4,2,256,0.2,0.0005,0.8861666917800903,8.173531532287598
5,2,256,0.2,0.0005,0.8868333101272583,8.670768022537231
1,2,256,0.4,1.0,0.10916666686534882,8.24056601524353
2,2,256,0.4,1.0,0.10916666686534882,8.313446283340454
3,2,256,0.4,1.0,0.10316666960716248,8.400292158126831
4,2,256,0.4,1.0,0.10916666686534882,7.976080656051636
5,2,256,0.4,1.0,0.10916666686534882,8.19594931602478
1,2,256,0.4,0.1,0.10916666686534882,8.18586254119873
2,2,256,0.4,0.1,0.3551666736602783,8.069592952728271
3,2,256,0.4,0.1,0.32116666436195374,8.273267984390259
4,2,256,0.4,0.1,0.5883333086967468,8.517269611358643
5,2,256,0.4,0.1,0.4983333349227905,7.852639198303223
1,2,256,0.4,0.01,0.8690000176429749,8.192830801010132
2,2,256,0.4,0.01,0.8669999837875366,8.171561479568481
3,2,256,0.4,0.01,0.8673333525657654,8.064783573150635
4,2,256,0.4,0.01,0.8666666746139526,8.148793935775757
5,2,256,0.4,0.01,0.8656666874885559,8.042397499084473
1,2,256,0.4,0.001,0.8883333206176758,8.22882080078125
2,2,256,0.4,0.001,0.8859999775886536,8.357725620269775
3,2,256,0.4,0.001,0.8884999752044678,8.150854349136353
4,2,256,0.4,0.001,0.887499988079071,7.874800682067871
5,2,256,0.4,0.001,0.8883333206176758,8.176969051361084
1,2,256,0.4,0.0005,0.8826666474342346,8.463674545288086
2,2,256,0.4,0.0005,0.8794999718666077,8.492477178573608
3,2,256,0.4,0.0005,0.8801666498184204,8.007979393005371
4,2,256,0.4,0.0005,0.8821666836738586,8.635321378707886
5,2,256,0.4,0.0005,0.8834999799728394,8.085521697998047
1,2,256,0.5,1.0,0.10916666686534882,8.603875398635864
2,2,256,0.5,1.0,0.10916666686534882,8.378281593322754
3,2,256,0.5,1.0,0.10916666686534882,7.897948265075684
4,2,256,0.5,1.0,0.10916666686534882,7.996430397033691
5,2,256,0.5,1.0,0.10916666686534882,8.113391637802124
1,2,256,0.5,0.1,0.5476666688919067,8.24051022529602
2,2,256,0.5,0.1,0.4573333263397217,8.733042001724243
3,2,256,0.5,0.1,0.3634999990463257,8.35422682762146
4,2,256,0.5,0.1,0.35899999737739563,8.505516767501831
5,2,256,0.5,0.1,0.6733333468437195,8.835166454315186
1,2,256,0.5,0.01,0.859333336353302,8.802113056182861
2,2,256,0.5,0.01,0.8641666769981384,9.00317668914795
3,2,256,0.5,0.01,0.8663333058357239,8.075263977050781
4,2,256,0.5,0.01,0.8641666769981384,8.385603666305542
5,2,256,0.5,0.01,0.8575000166893005,8.149222373962402
1,2,256,0.5,0.001,0.8821666836738586,8.489713668823242
2,2,256,0.5,0.001,0.8824999928474426,8.532140731811523
3,2,256,0.5,0.001,0.8813333511352539,8.302970886230469
4,2,256,0.5,0.001,0.8830000162124634,8.340057134628296
5,2,256,0.5,0.001,0.8855000138282776,8.260318279266357
1,2,256,0.5,0.0005,0.874833345413208,7.969599962234497
2,2,256,0.5,0.0005,0.8778333067893982,8.36157751083374
3,2,256,0.5,0.0005,0.8755000233650208,8.430434942245483
4,2,256,0.5,0.0005,0.8815000057220459,8.474090099334717
5,2,256,0.5,0.0005,0.8791666626930237,8.345439434051514
1,2,512,0.0,1.0,0.10716667026281357,8.177911758422852
2,2,512,0.0,1.0,0.10916666686534882,7.324606895446777
3,2,512,0.0,1.0,0.10316666960716248,7.464723587036133
4,2,512,0.0,1.0,0.13233333826065063,7.360504388809204
5,2,512,0.0,1.0,0.10916666686534882,7.495278835296631
1,2,512,0.0,0.1,0.22599999606609344,8.238358736038208
2,2,512,0.0,0.1,0.1886666715145111,7.578991889953613
3,2,512,0.0,0.1,0.11283333599567413,7.841559410095215
4,2,512,0.0,0.1,0.38066667318344116,7.497917652130127
5,2,512,0.0,0.1,0.36399999260902405,7.436072826385498
1,2,512,0.0,0.01,0.8861666917800903,7.658454895019531
2,2,512,0.0,0.01,0.8840000033378601,7.641732692718506
3,2,512,0.0,0.01,0.8870000243186951,7.792868614196777
4,2,512,0.0,0.01,0.8830000162124634,7.733874559402466
5,2,512,0.0,0.01,0.8830000162124634,7.237828969955444
1,2,512,0.0,0.001,0.8980000019073486,7.428576231002808
2,2,512,0.0,0.001,0.8926666378974915,7.577232360839844
3,2,512,0.0,0.001,0.8945000171661377,7.342921018600464
4,2,512,0.0,0.001,0.893833339214325,7.554227352142334
5,2,512,0.0,0.001,0.893833339214325,7.957631349563599
1,2,512,0.0,0.0005,0.8941666483879089,7.522410869598389
2,2,512,0.0,0.0005,0.8913333415985107,7.392678260803223
3,2,512,0.0,0.0005,0.8941666483879089,7.4899022579193115
4,2,512,0.0,0.0005,0.8916666507720947,7.916159152984619
5,2,512,0.0,0.0005,0.8883333206176758,7.445640802383423
1,2,512,0.2,1.0,0.10916666686534882,8.800445079803467
2,2,512,0.2,1.0,0.10916666686534882,8.806493520736694
3,2,512,0.2,1.0,0.10916666686534882,8.864884376525879
4,2,512,0.2,1.0,0.10316666960716248,8.848727464675903
5,2,512,0.2,1.0,0.16949999332427979,8.857753992080688
1,2,512,0.2,0.1,0.10916666686534882,8.495970249176025
2,2,512,0.2,0.1,0.5841666460037231,8.808528900146484
3,2,512,0.2,0.1,0.12316666543483734,9.151192903518677
4,2,512,0.2,0.1,0.15033333003520966,13.57359266281128
5,2,512,0.2,0.1,0.6019999980926514,9.136635065078735
1,2,512,0.2,0.01,0.8784999847412109,8.550517320632935
2,2,512,0.2,0.01,0.8768333196640015,8.684757471084595
3,2,512,0.2,0.01,0.875166654586792,9.023467302322388
4,2,512,0.2,0.01,0.8774999976158142,8.676085472106934
5,2,512,0.2,0.01,0.8743333220481873,8.837452173233032
1,2,512,0.2,0.001,0.8949999809265137,8.823140859603882
2,2,512,0.2,0.001,0.8964999914169312,9.266501665115356
3,2,512,0.2,0.001,0.8941666483879089,9.118207216262817
4,2,512,0.2,0.001,0.8934999704360962,8.743767976760864
5,2,512,0.2,0.001,0.8939999938011169,8.725898027420044
1,2,512,0.2,0.0005,0.8970000147819519,8.874928951263428
2,2,512,0.2,0.0005,0.8924999833106995,8.69736909866333
3,2,512,0.2,0.0005,0.8924999833106995,8.795085906982422
4,2,512,0.2,0.0005,0.8933333158493042,8.917352199554443
5,2,512,0.2,0.0005,0.8930000066757202,8.522104501724243
1,2,512,0.4,1.0,0.10916666686534882,8.855813026428223
2,2,512,0.4,1.0,0.10916666686534882,8.761028289794922
3,2,512,0.4,1.0,0.10249999910593033,9.0789053440094
4,2,512,0.4,1.0,0.16033333539962769,8.83984899520874
5,2,512,0.4,1.0,0.1146666631102562,8.52069902420044
1,2,512,0.4,0.1,0.5368333458900452,8.300231218338013
2,2,512,0.4,0.1,0.10916666686534882,7.80907940864563
3,2,512,0.4,0.1,0.13083332777023315,8.290208339691162
4,2,512,0.4,0.1,0.10916666686534882,8.742748498916626
5,2,512,0.4,0.1,0.5820000171661377,8.905463457107544
1,2,512,0.4,0.01,0.8643333315849304,9.00965666770935
2,2,512,0.4,0.01,0.8618333339691162,8.020482301712036
3,2,512,0.4,0.01,0.8646666407585144,8.229784727096558
4,2,512,0.4,0.01,0.875166654586792,8.646655559539795
5,2,512,0.4,0.01,0.8668333292007446,8.440596342086792
1,2,512,0.4,0.001,0.8939999938011169,8.155245065689087
2,2,512,0.4,0.001,0.8896666765213013,8.474205732345581
3,2,512,0.4,0.001,0.8895000219345093,8.169677972793579
4,2,512,0.4,0.001,0.8918333053588867,8.046987056732178
5,2,512,0.4,0.001,0.893666684627533,8.087726354598999
1,2,512,0.4,0.0005,0.8891666531562805,7.908030986785889
2,2,512,0.4,0.0005,0.8896666765213013,7.940170049667358
3,2,512,0.4,0.0005,0.887499988079071,7.987851858139038
4,2,512,0.4,0.0005,0.89083331823349,8.258153915405273
5,2,512,0.4,0.0005,0.8889999985694885,8.883153438568115
1,2,512,0.5,1.0,0.10233332961797714,8.134232521057129
2,2,512,0.5,1.0,0.10916666686534882,8.005817174911499
3,2,512,0.5,1.0,0.10350000113248825,7.868496894836426
4,2,512,0.5,1.0,0.10916666686534882,7.829340934753418
5,2,512,0.5,1.0,0.10916666686534882,7.70532488822937
1,2,512,0.5,0.1,0.6434999704360962,8.304394245147705
2,2,512,0.5,0.1,0.38749998807907104,8.068906784057617
3,2,512,0.5,0.1,0.25433334708213806,8.343084335327148
4,2,512,0.5,0.1,0.5388333201408386,8.11716890335083
5,2,512,0.5,0.1,0.3616666793823242,8.228721618652344
1,2,512,0.5,0.01,0.8669999837875366,7.967986822128296
2,2,512,0.5,0.01,0.8600000143051147,8.357439756393433
3,2,512,0.5,0.01,0.8659999966621399,8.043168544769287
4,2,512,0.5,0.01,0.8618333339691162,8.430865287780762
5,2,512,0.5,0.01,0.8629999756813049,8.251623630523682
1,2,512,0.5,0.001,0.8884999752044678,8.616014957427979
2,2,512,0.5,0.001,0.8889999985694885,8.764575719833374
3,2,512,0.5,0.001,0.8898333311080933,8.555485248565674
4,2,512,0.5,0.001,0.8883333206176758,8.783430099487305
5,2,512,0.5,0.001,0.8899999856948853,8.745923519134521
1,2,512,0.5,0.0005,0.8845000267028809,9.092268228530884
2,2,512,0.5,0.0005,0.8851666450500488,9.00875735282898
3,2,512,0.5,0.0005,0.8868333101272583,8.696838140487671
4,2,512,0.5,0.0005,0.8866666555404663,8.73904800415039
5,2,512,0.5,0.0005,0.8851666450500488,8.953411102294922
1,3,64,0.0,1.0,0.10916666686534882,8.140066385269165
2,3,64,0.0,1.0,0.10916666686534882,8.431877374649048
3,3,64,0.0,1.0,0.10916666686534882,8.059946298599243
4,3,64,0.0,1.0,0.10916666686534882,8.427152872085571
5,3,64,0.0,1.0,0.10916666686534882,7.5555901527404785
1,3,64,0.0,0.1,0.7791666388511658,8.151773691177368
2,3,64,0.0,0.1,0.3840000033378601,7.6390581130981445
3,3,64,0.0,0.1,0.8236666917800903,8.265386581420898
4,3,64,0.0,0.1,0.4726666808128357,7.822463750839233
5,3,64,0.0,0.1,0.10916666686534882,8.945148229598999
1,3,64,0.0,0.01,0.878166675567627,8.136099815368652
2,3,64,0.0,0.01,0.8763333559036255,8.141237735748291
3,3,64,0.0,0.01,0.8815000057220459,7.8411736488342285
4,3,64,0.0,0.01,0.8759999871253967,8.125901222229004
5,3,64,0.0,0.01,0.8851666450500488,8.143728256225586
1,3,64,0.0,0.001,0.8759999871253967,7.782399892807007
2,3,64,0.0,0.001,0.8813333511352539,7.972802639007568
3,3,64,0.0,0.001,0.8766666650772095,8.382224559783936
4,3,64,0.0,0.001,0.8833333253860474,8.357045888900757
5,3,64,0.0,0.001,0.8798333406448364,7.822384595870972
1,3,64,0.0,0.0005,0.875,8.341130018234253
2,3,64,0.0,0.0005,0.8709999918937683,8.522536516189575
3,3,64,0.0,0.0005,0.8736666440963745,8.194001197814941
4,3,64,0.0,0.0005,0.8693333268165588,8.461360931396484
5,3,64,0.0,0.0005,0.8741666674613953,8.474058866500854
1,3,64,0.2,1.0,0.10916666686534882,9.36808705329895
2,3,64,0.2,1.0,0.10916666686534882,9.254596710205078
3,3,64,0.2,1.0,0.10316666960716248,9.440146923065186
4,3,64,0.2,1.0,0.10316666960716248,9.558761835098267
5,3,64,0.2,1.0,0.10916666686534882,9.138888359069824
1,3,64,0.2,0.1,0.31066668033599854,8.968942165374756
2,3,64,0.2,0.1,0.46283334493637085,9.353312015533447
3,3,64,0.2,0.1,0.10316666960716248,8.863499164581299
4,3,64,0.2,0.1,0.3695000112056732,9.735684156417847
5,3,64,0.2,0.1,0.37433332204818726,9.163064002990723
1,3,64,0.2,0.01,0.8633333444595337,9.043435096740723
2,3,64,0.2,0.01,0.8705000281333923,8.921895265579224
3,3,64,0.2,0.01,0.862666666507721,9.330810785293579
4,3,64,0.2,0.01,0.8659999966621399,9.004059553146362
5,3,64,0.2,0.01,0.8528333306312561,9.61577582359314
1,3,64,0.2,0.001,0.8765000104904175,9.366153717041016
2,3,64,0.2,0.001,0.8738333582878113,9.34276294708252
3,3,64,0.2,0.001,0.8703333139419556,9.014811038970947
4,3,64,0.2,0.001,0.8761666417121887,9.635791301727295
5,3,64,0.2,0.001,0.8728333115577698,9.054635763168335
1,3,64,0.2,0.0005,0.8691666722297668,9.433216571807861
2,3,64,0.2,0.0005,0.871666669845581,9.618305921554565
3,3,64,0.2,0.0005,0.8679999709129333,9.411144733428955
4,3,64,0.2,0.0005,0.8703333139419556,9.233533382415771
5,3,64,0.2,0.0005,0.8688333630561829,9.582398414611816
1,3,64,0.4,1.0,0.10916666686534882,9.331876516342163
2,3,64,0.4,1.0,0.10916666686534882,9.40985918045044
3,3,64,0.4,1.0,0.10916666686534882,9.472989320755005
4,3,64,0.4,1.0,0.10916666686534882,9.691348552703857
5,3,64,0.4,1.0,0.10916666686534882,9.1724271774292
1,3,64,0.4,0.1,0.43966665863990784,9.837457656860352
2,3,64,0.4,0.1,0.30300000309944153,9.25162649154663
3,3,64,0.4,0.1,0.1991666704416275,9.429159164428711
4,3,64,0.4,0.1,0.10916666686534882,8.898428440093994
5,3,64,0.4,0.1,0.10316666960716248,9.395050287246704
1,3,64,0.4,0.01,0.7683333158493042,9.922054052352905
2,3,64,0.4,0.01,0.8041666746139526,9.475313901901245
3,3,64,0.4,0.01,0.8018333315849304,10.273911476135254
4,3,64,0.4,0.01,0.8338333368301392,9.816548585891724
5,3,64,0.4,0.01,0.7851666808128357,9.348799228668213
1,3,64,0.4,0.001,0.8521666526794434,9.495858430862427
2,3,64,0.4,0.001,0.862333357334137,9.473833560943604
3,3,64,0.4,0.001,0.8514999747276306,9.472675561904907
4,3,64,0.4,0.001,0.8448333144187927,9.68803071975708
5,3,64,0.4,0.001,0.85916668176651,9.614331483840942
1,3,64,0.4,0.0005,0.8536666631698608,9.395375967025757
2,3,64,0.4,0.0005,0.8445000052452087,9.616067171096802
3,3,64,0.4,0.0005,0.8491666913032532,9.716299533843994
4,3,64,0.4,0.0005,0.8478333353996277,9.445881128311157
5,3,64,0.4,0.0005,0.8461666703224182,9.369816541671753
1,3,64,0.5,1.0,0.10916666686534882,9.49407172203064
2,3,64,0.5,1.0,0.10916666686534882,9.552750587463379
3,3,64,0.5,1.0,0.10916666686534882,9.719372987747192
4,3,64,0.5,1.0,0.10916666686534882,9.500334024429321
5,3,64,0.5,1.0,0.10916666686534882,9.733108282089233
1,3,64,0.5,0.1,0.10316666960716248,9.70236611366272
2,3,64,0.5,0.1,0.1469999998807907,9.588129043579102
3,3,64,0.5,0.1,0.10916666686534882,9.638488054275513
4,3,64,0.5,0.1,0.10316666960716248,9.060529708862305
5,3,64,0.5,0.1,0.37166666984558105,9.586421251296997
1,3,64,0.5,0.01,0.5858333110809326,9.318874597549438
2,3,64,0.5,0.01,0.5071666836738586,10.111777067184448
3,3,64,0.5,0.01,0.5979999899864197,9.43767499923706
4,3,64,0.5,0.01,0.531499981880188,9.019656419754028
