run_id,optimizer,activation,initializer,l1_reg,l2_reg,train_accuracy,val_accuracy,fit_time_sec
2,RMSprop,tanh,glorot_uniform,0.0,0.001,0.8156852126121521,0.8333333134651184,7.794586658477783
3,RMSprop,tanh,glorot_uniform,0.0,0.001,0.8177037239074707,0.8348333239555359,7.592114448547363
1,RMSprop,tanh,glorot_uniform,0.001,0.001,0.7841851711273193,0.8066666722297668,7.905909299850464
2,RMSprop,tanh,glorot_uniform,0.001,0.001,0.7968703508377075,0.8101666569709778,8.118429899215698
3,RMSprop,tanh,glorot_uniform,0.001,0.001,0.7903333306312561,0.8176666498184204,8.068229675292969
1,RMSprop,tanh,he_uniform,0.0,0.0,0.8872592449188232,0.8725000023841858,7.397439479827881
2,RMSprop,tanh,he_uniform,0.0,0.0,0.8856111168861389,0.8678333163261414,7.39487099647522
3,RMSprop,tanh,he_uniform,0.0,0.0,0.885185182094574,0.8798333406448364,7.721410036087036
1,RMSprop,tanh,he_uniform,0.001,0.0,0.8082592487335205,0.8199999928474426,8.322208881378174
2,RMSprop,tanh,he_uniform,0.001,0.0,0.7975184917449951,0.8106666803359985,8.204346418380737
3,RMSprop,tanh,he_uniform,0.001,0.0,0.8004999756813049,0.8141666650772095,8.543764591217041
1,RMSprop,tanh,he_uniform,0.0,0.001,0.8125740885734558,0.8336666822433472,7.850539445877075
2,RMSprop,tanh,he_uniform,0.0,0.001,0.8082407116889954,0.843999981880188,8.264796733856201
3,RMSprop,tanh,he_uniform,0.0,0.001,0.8147407174110413,0.8363333344459534,8.128831386566162
1,RMSprop,tanh,he_uniform,0.001,0.001,0.7891296148300171,0.8096666932106018,8.677152872085571
2,RMSprop,tanh,he_uniform,0.001,0.001,0.7963888645172119,0.8138333559036255,7.918899774551392
3,RMSprop,tanh,he_uniform,0.001,0.001,0.792388916015625,0.812166690826416,7.942849636077881
